100, 2000, 2000
143, 154, 11
97, 164, 10
142, 17, 23
34, 43, 59
181, 8, 21
83, 123, 63
190, 166, 67
35, 49, 71
46, 112, 93
65, 8, 48
115, 127, 15
192, 24, 18
125, 165, 2
32, 175, 64
184, 156, 85
166, 16, 99
42, 182, 49
194, 17, 49
176, 40, 51
59, 81, 44
79, 172, 92
6, 164, 53
120, 89, 87
29, 97, 34
179, 82, 15
137, 48, 54
194, 89, 65
19, 60, 14
68, 36, 33
53, 71, 48
198, 126, 21
71, 132, 57
167, 52, 70
7, 80, 72
197, 59, 28
144, 172, 55
61, 167, 15
160, 162, 73
53, 31, 99
184, 60, 87
173, 35, 81
111, 105, 97
13, 73, 51
180, 56, 44
46, 53, 36
191, 173, 12
162, 35, 68
197, 194, 56
93, 47, 19
199, 8, 10
177, 157, 68
82, 68, 84
117, 57, 16
5, 38, 43
172, 60, 2
152, 28, 7
127, 189, 7
47, 164, 67
105, 57, 99
193, 56, 36
118, 34, 20
77, 115, 73
140, 32, 53
54, 14, 26
22, 162, 65
20, 114, 97
167, 41, 74
149, 64, 12
79, 145, 78
55, 138, 74
38, 33, 85
154, 86, 87
115, 27, 77
109, 57, 7
141, 55, 15
9, 74, 41
104, 18, 93
189, 143, 41
15, 22, 35
97, 76, 95
188, 90, 32
113, 21, 6
152, 112, 3
176, 198, 38
15, 139, 53
14, 124, 48
104, 29, 29
35, 18, 2
6, 9, 31
122, 82, 16
154, 70, 91
195, 182, 77
122, 111, 44
76, 88, 45
62, 79, 5
103, 69, 87
195, 172, 89
82, 7, 82
111, 189, 78
162, 111, 52
