1000, 10000, 10000
30, 40, 723
80, 24, 354
79, 14, 694
86, 10, 315
88, 75, 412
90, 72, 723
19, 12, 314
62, 85, 150
27, 85, 382
67, 79, 80
67, 7, 470
22, 86, 44
5, 63, 487
68, 49, 605
66, 38, 704
54, 26, 89
37, 44, 270
96, 5, 363
64, 29, 933
49, 96, 568
84, 61, 681
56, 83, 395
52, 87, 161
62, 53, 36
79, 19, 233
69, 71, 375
32, 8, 345
4, 2, 536
58, 65, 654
97, 15, 702
15, 96, 34
38, 52, 89
45, 5, 659
14, 64, 720
32, 41, 26
84, 10, 267
61, 39, 605
79, 40, 354
2, 97, 102
52, 95, 510
95, 10, 659
2, 45, 456
88, 89, 944
62, 4, 611
86, 33, 498
30, 15, 29
42, 75, 290
61, 52, 834
82, 53, 460
66, 4, 383
62, 98, 327
52, 97, 254
93, 85, 278
38, 45, 558
43, 29, 131
89, 59, 946
45, 1, 101
37, 60, 935
67, 42, 988
95, 6, 350
16, 65, 4
46, 17, 982
18, 8, 812
77, 45, 433
40, 88, 2
35, 77, 544
45, 20, 327
26, 56, 953
60, 22, 497
46, 17, 59
35, 32, 148
18, 75, 704
99, 91, 621
62, 68, 844
71, 9, 265
8, 41, 537
99, 85, 970
90, 9, 573
41, 69, 180
31, 15, 968
26, 48, 323
83, 65, 287
55, 63, 834
35, 25, 524
59, 94, 350
69, 99, 723
56, 96, 311
60, 87, 211
18, 26, 79
97, 57, 184
92, 82, 31
16, 64, 903
15, 19, 504
2, 53, 644
55, 10, 474
15, 78, 995
16, 32, 908
2, 91, 821
93, 8, 406
55, 5, 876
29, 96, 291
50, 11, 235
32, 25, 974
77, 24, 286
45, 77, 296
5, 89, 704
61, 5, 331
12, 6, 581
50, 97, 30
14, 52, 574
34, 80, 902
34, 28, 336
98, 57, 880
79, 34, 370
11, 76, 48
52, 78, 263
72, 37, 456
24, 49, 658
64, 98, 79
11, 12, 796
62, 43, 432
7, 74, 16
63, 72, 450
40, 49, 241
39, 58, 467
14, 10, 167
78, 81, 770
46, 3, 906
19, 65, 958
88, 75, 769
8, 35, 496
5, 42, 586
29, 3, 835
10, 43, 938
23, 81, 617
13, 94, 167
78, 71, 12
80, 17, 761
32, 33, 717
80, 21, 627
37, 26, 347
35, 30, 496
8, 58, 129
51, 65, 844
41, 88, 294
90, 98, 962
47, 76, 112
83, 56, 479
25, 85, 878
28, 66, 232
7, 3, 491
20, 35, 88
72, 43, 755
27, 93, 225
25, 34, 456
1, 22, 353
71, 66, 644
9, 50, 257
62, 72, 377
48, 99, 683
54, 4, 944
83, 21, 376
42, 92, 281
56, 20, 58
38, 42, 800
5, 42, 126
70, 12, 200
9, 20, 472
4, 82, 984
82, 30, 892
24, 82, 103
68, 65, 682
47, 6, 125
64, 61, 997
