100, 1000, 1000
15, 61, 91
23, 50, 58
60, 25, 68
85, 67, 5
72, 26, 47
85, 22, 89
97, 17, 33
21, 22, 75
90, 74, 13
59, 45, 6
77, 60, 66
69, 80, 14
25, 38, 38
92, 21, 4
94, 92, 29
39, 75, 48
28, 72, 63
58, 91, 84
32, 79, 56
44, 38, 2
47, 14, 61
13, 82, 39
25, 5, 76
60, 95, 95
63, 89, 85
90, 29, 61
36, 54, 31
98, 13, 20
83, 44, 99
39, 87, 35
40, 33, 48
98, 45, 28
35, 67, 33
10, 28, 28
5, 90, 17
89, 78, 43
48, 15, 95
79, 13, 8
96, 93, 49
95, 33, 34
31, 70, 66
78, 69, 10
7, 2, 76
39, 11, 4
64, 15, 92
80, 3, 70
22, 50, 82
17, 27, 93
22, 24, 86
70, 19, 17
2, 47, 85
68, 26, 52
77, 32, 53
51, 68, 64
55, 32, 76
45, 10, 78
13, 29, 29
95, 43, 53
86, 64, 74
70, 32, 93
85, 34, 38
70, 99, 63
20, 74, 92
72, 25, 58
34, 79, 89
11, 22, 97
88, 35, 26
15, 28, 69
66, 14, 31
40, 81, 61
33, 66, 94
71, 34, 91
32, 53, 65
25, 26, 89
80, 57, 69
70, 67, 88
65, 56, 23
88, 68, 48
57, 34, 61
86, 74, 41
47, 5, 7
39, 73, 39
30, 4, 91
94, 26, 15
83, 6, 72
50, 73, 37
39, 38, 92
59, 27, 59
8, 81, 92
66, 67, 64
7, 12, 67
12, 50, 40
48, 77, 43
37, 71, 68
52, 55, 72
22, 3, 45
58, 39, 83
49, 98, 8
8, 4, 88
97, 69, 54
