100, 1000, 1000
32, 27, 70
16, 39, 32
83, 14, 1
81, 24, 89
34, 27, 81
79, 6, 31
55, 39, 59
15, 97, 97
45, 10, 98
21, 10, 9
50, 39, 33
21, 52, 69
50, 35, 80
48, 17, 5
38, 48, 29
17, 26, 34
47, 80, 73
4, 94, 68
2, 39, 75
99, 57, 82
6, 6, 21
36, 26, 71
5, 73, 4
85, 19, 18
87, 56, 64
16, 73, 89
48, 18, 69
19, 22, 61
86, 21, 97
59, 18, 55
41, 23, 60
59, 56, 83
30, 60, 54
34, 43, 72
49, 28, 27
13, 44, 97
2, 89, 15
68, 8, 34
29, 91, 54
25, 50, 71
79, 90, 91
37, 49, 45
18, 77, 6
69, 9, 46
39, 57, 74
65, 70, 16
60, 71, 5
73, 40, 10
7, 66, 98
59, 90, 48
28, 67, 36
18, 2, 82
62, 17, 59
65, 85, 65
12, 25, 23
83, 87, 92
96, 48, 61
98, 21, 98
6, 25, 63
4, 83, 53
49, 10, 19
82, 27, 18
64, 86, 35
22, 52, 18
86, 61, 40
9, 42, 28
98, 38, 75
60, 34, 93
56, 39, 18
19, 42, 99
70, 88, 7
88, 70, 33
6, 34, 17
38, 55, 66
56, 40, 27
95, 48, 66
21, 45, 2
93, 5, 35
86, 58, 73
3, 77, 15
99, 47, 1
6, 35, 70
36, 38, 5
52, 74, 57
19, 30, 94
43, 23, 41
10, 44, 85
11, 37, 87
44, 22, 45
17, 24, 22
30, 21, 68
30, 26, 1
1, 61, 37
3, 11, 11
57, 29, 38
52, 70, 58
92, 77, 99
77, 85, 37
62, 29, 56
7, 46, 77
