60, 200, 200
23, 23, 36
17, 28, 13
32, 26, 2
29, 32, 4
11, 1, 10
7, 9, 24
16, 14, 15
5, 31, 34
28, 7, 34
31, 10, 14
12, 32, 23
24, 16, 22
19, 15, 14
22, 12, 11
29, 22, 54
31, 28, 52
21, 11, 44
21, 15, 31
8, 11, 28
4, 9, 40
13, 20, 46
12, 11, 25
7, 29, 28
28, 19, 56
16, 15, 42
4, 14, 14
32, 2, 57
10, 22, 13
18, 29, 59
32, 32, 39
23, 12, 49
13, 23, 4
19, 30, 44
7, 25, 50
6, 8, 29
26, 11, 48
9, 10, 9
2, 20, 52
10, 5, 37
28, 5, 56
22, 27, 8
4, 8, 33
28, 26, 39
16, 32, 39
23, 5, 47
12, 30, 57
14, 6, 3
17, 7, 49
9, 17, 52
29, 12, 36
16, 2, 44
14, 5, 6
2, 32, 57
20, 15, 55
29, 5, 55
14, 16, 43
8, 29, 24
12, 13, 7
3, 21, 1
31, 17, 13
