60, 10000, 10000
523, 1556, 27
356, 1662, 48
987, 1118, 31
1487, 258, 1
1165, 428, 4
829, 1520, 25
317, 1401, 44
1202, 1065, 19
216, 790, 17
1175, 1303, 33
1056, 212, 3
975, 567, 3
1164, 1606, 29
11, 1479, 35
940, 1030, 29
547, 193, 7
163, 562, 12
1004, 98, 31
1433, 314, 42
871, 1540, 10
733, 983, 14
590, 344, 38
443, 1507, 54
1466, 1569, 24
1132, 844, 31
1226, 1442, 33
1278, 1656, 53
1013, 1047, 37
199, 814, 4
174, 19, 24
1503, 803, 13
1326, 1393, 10
155, 170, 54
536, 22, 4
783, 1154, 44
393, 766, 59
196, 379, 16
612, 1443, 16
1126, 1642, 27
339, 202, 57
1092, 40, 32
1214, 1417, 10
14, 1571, 48
373, 494, 8
687, 1276, 36
179, 3, 50
1216, 251, 59
579, 862, 11
988, 322, 4
597, 661, 20
276, 139, 16
810, 1405, 1
1070, 1470, 22
1552, 229, 9
391, 915, 49
382, 1145, 3
1191, 696, 22
713, 1274, 36
65, 649, 29
1057, 1297, 6
