60, 600, 600
88, 58, 48
35, 96, 34
50, 30, 39
47, 61, 44
35, 29, 3
60, 21, 44
95, 5, 2
40, 12, 19
48, 50, 10
19, 68, 57
42, 54, 51
27, 87, 20
44, 37, 38
36, 81, 17
14, 16, 54
11, 73, 31
86, 69, 17
56, 7, 51
99, 55, 20
61, 71, 18
34, 13, 37
63, 39, 24
88, 81, 4
42, 17, 13
54, 28, 7
94, 38, 56
56, 24, 29
21, 77, 18
96, 76, 49
20, 35, 49
11, 69, 10
52, 32, 51
82, 19, 27
47, 60, 32
90, 14, 54
48, 8, 36
78, 62, 25
73, 82, 26
76, 76, 59
33, 95, 17
57, 6, 17
92, 56, 54
64, 38, 28
17, 83, 40
83, 71, 55
77, 19, 59
7, 94, 36
59, 67, 53
88, 42, 54
92, 74, 3
32, 29, 28
37, 19, 3
72, 80, 57
24, 94, 29
37, 77, 45
59, 52, 55
89, 56, 6
80, 15, 38
52, 4, 52
98, 95, 41
