60, 600, 600
28, 90, 11
9, 26, 57
33, 72, 41
77, 99, 34
30, 1, 5
58, 12, 37
34, 66, 29
85, 88, 58
75, 29, 59
95, 7, 8
77, 32, 57
37, 39, 25
84, 71, 36
72, 46, 53
35, 74, 20
81, 30, 58
37, 63, 25
54, 46, 35
44, 21, 2
68, 14, 29
57, 89, 21
33, 26, 33
35, 10, 58
8, 79, 2
78, 13, 39
50, 93, 29
34, 28, 48
81, 81, 49
17, 26, 29
79, 91, 55
49, 46, 41
48, 79, 5
85, 14, 3
91, 21, 17
42, 99, 24
66, 47, 33
20, 80, 17
34, 59, 10
91, 76, 13
67, 55, 25
57, 4, 55
33, 49, 44
35, 34, 20
43, 24, 20
29, 65, 40
29, 32, 40
18, 51, 24
37, 83, 14
35, 74, 54
58, 42, 23
70, 96, 15
27, 29, 56
62, 61, 50
10, 5, 13
77, 31, 56
40, 58, 47
51, 75, 10
39, 12, 52
88, 46, 52
9, 2, 37
