60, 600, 600
90, 81, 33
23, 8, 27
82, 18, 15
17, 3, 17
51, 15, 45
45, 29, 14
40, 52, 52
67, 64, 36
3, 9, 21
7, 74, 16
73, 62, 52
46, 82, 17
94, 62, 25
10, 78, 44
77, 30, 55
30, 72, 37
49, 11, 28
20, 77, 35
39, 79, 1
70, 83, 15
91, 56, 57
91, 1, 41
98, 94, 47
22, 2, 32
47, 77, 59
86, 7, 50
53, 56, 42
70, 73, 20
52, 12, 15
40, 79, 16
2, 70, 18
23, 59, 55
29, 56, 39
94, 77, 42
38, 23, 27
10, 9, 42
53, 59, 36
5, 30, 13
31, 79, 6
36, 20, 37
23, 21, 9
64, 42, 26
5, 70, 55
36, 62, 57
69, 99, 19
78, 9, 58
94, 59, 35
64, 61, 35
8, 91, 37
60, 28, 46
89, 48, 13
89, 12, 56
47, 15, 43
59, 48, 20
47, 17, 22
57, 95, 58
74, 87, 57
50, 52, 3
53, 57, 35
35, 15, 55
