60, 600, 600
40, 38, 59
43, 19, 46
44, 77, 39
84, 16, 3
5, 22, 18
81, 87, 20
89, 25, 46
7, 20, 22
48, 15, 2
74, 96, 47
41, 36, 26
81, 76, 31
74, 20, 58
74, 4, 20
69, 6, 45
32, 87, 14
95, 74, 14
83, 80, 18
38, 28, 58
35, 99, 19
67, 40, 46
35, 19, 26
19, 91, 37
80, 65, 24
54, 34, 9
48, 63, 20
29, 59, 14
34, 40, 59
56, 75, 20
93, 10, 12
27, 74, 27
93, 7, 4
36, 24, 53
95, 4, 31
58, 55, 6
27, 1, 56
79, 29, 22
7, 60, 9
13, 17, 50
43, 8, 22
73, 35, 32
40, 26, 48
26, 62, 52
99, 57, 31
37, 14, 16
7, 38, 49
39, 17, 27
28, 21, 20
54, 34, 52
55, 74, 3
62, 47, 14
44, 85, 12
30, 11, 25
39, 8, 30
51, 45, 51
14, 51, 41
79, 87, 24
72, 15, 12
23, 66, 10
89, 19, 37
