60, 600, 600
52, 37, 38
44, 74, 2
32, 69, 8
48, 15, 8
29, 76, 13
32, 52, 9
77, 93, 36
75, 6, 55
33, 68, 10
48, 22, 30
35, 71, 31
39, 14, 26
15, 45, 24
39, 90, 22
35, 17, 59
28, 48, 50
82, 25, 22
89, 97, 2
25, 29, 58
12, 74, 52
20, 10, 17
62, 48, 56
79, 60, 27
64, 98, 53
63, 32, 15
36, 59, 51
59, 41, 40
76, 30, 34
96, 54, 55
84, 63, 21
92, 82, 55
74, 43, 17
66, 22, 26
4, 85, 39
28, 48, 58
69, 82, 45
58, 39, 4
69, 15, 41
78, 9, 33
12, 93, 50
22, 85, 5
36, 57, 48
98, 24, 35
18, 25, 43
36, 50, 44
83, 19, 36
89, 76, 9
34, 46, 49
8, 22, 37
32, 34, 32
19, 53, 34
87, 86, 54
97, 84, 39
29, 1, 11
43, 36, 35
6, 20, 57
46, 9, 19
28, 41, 14
22, 48, 16
24, 77, 29
